時刻,窓温度_℃,窓湿度_%,窓気圧_hPa,窓照度_lux,室内温度_℃,室内湿度_%,室内照度_level,label
,,,,,,,,"全開0, 全閉100"
2025/9/13 16:36,26.65,48.19,1002.49,296.67,27.3,52,1,---
2025/9/13 16:41,26.63,48.06,1002.39,334.17,27.3,52,1,---
2025/9/13 16:46,26.61,48.72,1002.37,324.17,27.2,54,1,---
2025/9/13 16:51,26.6,48.99,1002.48,360.83,27.2,54,1,---
2025/9/13 16:56,26.6,49.01,1002.41,481.67,27.2,54,1,---
2025/9/13 17:01,26.6,49.09,1002.15,458.33,27.2,54,1,---
2025/9/13 17:06,26.59,48.97,1002.16,448.33,27.2,54,1,---
2025/9/13 17:11,26.57,49.05,1001.95,512.5,27.2,54,1,---
2025/9/13 17:16,26.59,49.05,1001.91,550.83,27.2,54,1,---
2025/9/13 17:21,26.56,49.15,1001.89,436.67,27.2,54,1,---
2025/9/13 17:26,26.51,49.36,1001.9,333.33,27.2,54,1,---
2025/9/13 17:31,26.47,49.5,1001.79,220.83,27.2,54,1,---
2025/9/13 17:36,26.4,49.76,1001.62,139.17,27.4,54,1,---
2025/9/13 17:41,26.38,49.88,1001.71,79.17,27.4,54,1,---
2025/9/13 17:46,26.36,50.07,1001.76,49.17,27.4,54,1,---
2025/9/13 17:51,26.31,50.32,1001.48,22.5,27.4,54,1,---
2025/9/13 17:56,26.31,50.49,1001.56,15.83,27.4,54,1,---
2025/9/13 18:01,26.29,51.18,1001.37,6.67,27.4,54,1,---
2025/9/13 18:06,26.27,51.46,1001.23,2.5,27.4,54,1,---
2025/9/13 18:11,26.3,51.62,1001.1,0.83,27.4,54,1,---
2025/9/13 18:16,26.32,52.31,1001.2,0,27.4,54,1,---
2025/9/13 18:21,26.33,52.67,1001.05,0,27.4,54,1,---
2025/9/13 18:26,26.32,52.64,1000.94,0,27.4,54,1,---
2025/9/13 18:31,26.33,53.11,1001.15,0,27.4,54,1,---
2025/9/13 18:36,26.33,53.8,1001.05,0,27.4,54,1,---
2025/9/13 18:41,26.34,54.02,1001,0,27.4,54,1,---
2025/9/13 18:46,26.32,54.31,1000.86,0,27.4,54,1,---
2025/9/13 18:51,26.37,54.84,1000.72,0,27.6,55,1,---
2025/9/13 18:56,26.39,54.79,1000.76,0,27.6,55,1,---
2025/9/13 19:01,26.41,54.9,1000.5,0,27.6,55,1,---
2025/9/13 19:06,26.39,55.48,1000.59,0,27.6,57,1,---
2025/9/13 19:11,26.4,55.52,1000.58,0,27.6,57,1,---
2025/9/13 19:16,26.4,55.82,1000.69,0,27.6,57,1,---
2025/9/13 19:22,26.4,55.98,1000.88,0,27.6,57,1,---
2025/9/13 19:27,26.4,55.59,1000.87,0,27.6,57,1,---
2025/9/13 19:32,26.45,55.39,1000.87,0,27.6,57,1,---
2025/9/13 19:37,26.52,55.99,1000.84,0,27.6,57,1,---
2025/9/13 19:42,26.56,55.43,1001.02,0,27.6,57,1,---
2025/9/13 19:47,26.6,55.28,1001.13,0,27.6,57,1,---
2025/9/13 19:52,26.63,55.6,1001.1,0,27.6,57,1,---
2025/9/13 19:57,26.62,54.83,1001,0,27.6,57,1,---
2025/9/13 20:02,26.59,54.82,1001,0,27.6,57,1,---
2025/9/13 20:07,26.6,54.78,1001.1,0,27.6,57,1,---
2025/9/13 20:12,26.6,54.8,1001.17,0,27.8,58,1,---
2025/9/13 20:17,26.59,54.84,1001.18,0,27.8,58,1,---
2025/9/13 20:22,26.62,54.81,1001.2,0,27.8,58,1,---
2025/9/13 20:27,26.56,54.74,1000.96,0,27.8,58,1,---
2025/9/13 20:32,26.56,54.77,1000.98,0,27.8,58,1,---
2025/9/13 20:37,26.56,54.6,1000.91,0,27.8,58,1,---
2025/9/13 20:42,26.56,54.63,1000.87,0,27.8,58,1,---
2025/9/13 20:47,26.56,54.7,1000.96,0,27.8,58,1,---
2025/9/13 20:52,26.56,54.62,1000.91,0,27.8,58,1,---
2025/9/13 20:57,26.57,54.99,1000.81,0,27.8,58,1,---
2025/9/13 21:02,26.57,55.2,1000.7,0,27.8,58,1,---
2025/9/13 21:07,26.58,55.13,1000.69,0,27.8,58,1,---
2025/9/13 21:12,26.58,55.32,1000.82,0,27.8,58,1,---
2025/9/13 21:17,26.6,55.57,1000.85,0,27.8,58,1,---
2025/9/13 21:22,26.59,55.71,1000.73,0,27.8,58,1,---
2025/9/13 21:27,26.59,55.89,1000.79,0,27.8,58,1,---
2025/9/13 21:32,26.6,55.98,1000.8,0,27.8,58,1,---
2025/9/13 21:37,26.58,56.52,1000.72,0,27.8,58,1,---
2025/9/13 21:42,26.61,56.28,1000.77,0,27.8,58,1,---
2025/9/13 21:47,26.61,56.39,1000.73,0,27.8,58,1,---
2025/9/13 21:52,26.64,55.98,1000.84,0,27.8,58,1,---
2025/9/13 21:57,26.64,56.57,1000.65,0,27.8,58,1,---
2025/9/13 22:02,26.66,56.6,1000.63,0,28,59,1,---
2025/9/13 22:07,26.66,56.54,1000.48,0,28,59,1,---
2025/9/13 22:12,26.69,56.72,1000.45,0,28,59,1,---
2025/9/13 22:17,26.71,56.77,1000.51,0,28,59,1,---
2025/9/13 22:22,26.73,56.59,1000.45,0,28,59,1,---
2025/9/13 22:27,26.75,56.37,1000.36,0,28,59,1,---
2025/9/13 22:32,26.77,56.32,1000.08,0,28,59,1,---
2025/9/13 22:37,26.76,56.32,999.79,0,28,59,1,---
2025/9/13 22:42,26.78,56.5,999.8,0,28,59,1,---
2025/9/13 22:47,26.82,57.22,999.8,0,28,59,1,---
2025/9/13 22:52,26.84,57.25,999.74,0,28,59,1,---
2025/9/13 22:57,26.82,57.33,999.6,0,28,59,1,---
2025/9/13 23:02,26.81,57.04,999.48,0,28,59,1,---
2025/9/13 23:07,26.8,57.13,999.43,0,28,59,5,---
2025/9/13 23:12,26.75,57.03,999.22,0,28,59,5,---
2025/9/13 23:17,26.8,57.14,999.19,0,28,59,5,---
2025/9/13 23:22,26.81,56.91,999.1,0,28,59,5,---
2025/9/13 23:27,26.82,56.99,999.08,0,28,59,5,---
2025/9/13 23:32,26.84,57.04,999.06,0,28,59,5,---
2025/9/13 23:37,26.82,57.06,999.05,0,28,59,5,---
2025/9/13 23:42,26.87,57.04,999.12,0,28,59,5,---
2025/9/13 23:47,26.82,57.05,999.2,0,28.2,60,5,---
2025/9/13 23:52,26.85,57.13,999.15,0,28.2,60,5,---
2025/9/13 23:57,26.88,57.06,998.87,0,28.2,60,5,---
2025/9/14 0:02,26.92,57.14,998.88,0,28.2,60,5,---
2025/9/14 0:07,26.99,56.9,998.83,0,28.2,60,5,---
2025/9/14 0:12,27.02,56.84,998.65,0,28.2,60,5,---
2025/9/14 0:17,27.03,57,998.61,0,28.2,60,5,---
2025/9/14 0:23,27.05,57,998.56,0,28.2,60,5,---
2025/9/14 0:28,27.05,57.03,998.64,0,28.2,60,5,---
2025/9/14 0:33,27.07,56.91,998.82,0,28.2,60,5,---
2025/9/14 0:38,27.1,57.19,998.73,0,28.2,60,5,---
2025/9/14 0:43,27.15,57.17,998.6,0,28.2,60,5,---
2025/9/14 0:48,27.2,57.28,998.62,0,28.4,60,5,---
2025/9/14 0:53,27.2,57.32,998.54,0,28.4,60,5,---
2025/9/14 0:58,27.25,57.49,998.48,0,28.4,60,5,---
2025/9/14 1:03,27.28,57.59,998.33,0,28.4,60,5,---
2025/9/14 1:08,27.32,57.55,998.32,0,28.4,60,5,---
2025/9/14 1:13,27.37,57.65,998.2,0,28.4,60,5,---
2025/9/14 1:18,27.41,57.61,998.3,0,28.4,60,5,---
2025/9/14 1:23,27.42,57.48,998.23,0,28.4,60,5,---
2025/9/14 1:28,27.45,57.68,998.42,0,28.4,60,5,---
2025/9/14 1:33,27.44,57.67,998.29,0,28.4,60,5,---
2025/9/14 1:38,27.46,57.72,998.12,0,28.4,60,5,---
2025/9/14 1:43,27.45,57.95,998.25,0,28.4,60,5,---
2025/9/14 1:48,27.44,57.97,998.27,0,28.4,60,5,---
2025/9/14 1:53,27.48,58.09,998.14,0,28.6,61,5,---
2025/9/14 1:58,27.5,58.08,998.14,0,28.6,61,5,---
2025/9/14 2:03,27.5,58.14,998.11,0,28.6,61,5,---
2025/9/14 2:08,27.51,58.31,998.12,0,28.6,61,5,---
2025/9/14 2:13,27.52,58.33,998.16,0,28.6,61,5,---
2025/9/14 2:18,27.53,58.37,997.96,0,28.6,61,5,---
2025/9/14 2:23,27.55,58.47,997.9,0,28.6,61,5,---
2025/9/14 2:28,27.56,58.61,997.72,0,28.6,61,5,---
2025/9/14 2:33,27.56,58.65,997.81,0,28.6,61,5,---
2025/9/14 2:38,27.6,58.71,997.96,0,28.6,61,5,---
2025/9/14 2:43,27.63,58.71,997.98,0,28.6,61,5,---
2025/9/14 2:48,27.64,58.46,997.99,0,28.6,61,5,---
2025/9/14 2:53,27.63,58.77,997.95,0,28.6,61,5,---
2025/9/14 2:58,27.66,58.73,998.05,0,28.6,61,5,---
2025/9/14 3:03,27.64,58,997.9,0,28.8,62,5,---
2025/9/14 3:08,27.66,58.72,997.83,0,28.8,62,5,---
2025/9/14 3:13,27.69,58.67,997.96,0,28.8,62,5,---
2025/9/14 3:18,27.71,59.17,997.94,0,28.8,62,5,---
2025/9/14 3:23,27.7,58.77,998.01,0,28.8,62,5,---
2025/9/14 3:28,27.71,58.79,998.18,0,28.8,62,5,---
2025/9/14 3:33,27.61,58.91,998.05,0,28.8,62,5,---
2025/9/14 3:38,27.53,58.22,998.03,0,28.8,62,5,---
2025/9/14 3:43,27.44,59.04,998.13,0,28.8,62,5,---
2025/9/14 3:48,27.39,59.15,998.21,0,28.8,62,5,---
2025/9/14 3:53,27.39,59.05,998.12,0,28.8,62,5,---
2025/9/14 3:58,27.36,59.15,997.96,0,28.8,62,5,---
2025/9/14 4:03,27.35,59.26,998.14,0,28.8,62,5,---
2025/9/14 4:08,27.33,59.16,997.97,0,28.8,62,5,---
2025/9/14 4:13,27.35,59.11,997.9,0,28.8,62,5,---
2025/9/14 4:18,27.38,59.18,997.76,0,28.8,62,5,---
2025/9/14 4:23,27.31,58.22,997.84,0,28.8,62,5,---
2025/9/14 4:28,27.31,59.37,997.8,0,28.8,62,5,---
2025/9/14 4:33,27.28,59.49,997.78,0,28.8,62,5,---
2025/9/14 4:38,27.28,59.45,997.57,0,28.8,62,5,---
2025/9/14 4:43,27.3,59.4,997.6,0,28.8,62,5,---
2025/9/14 4:48,27.31,59.37,997.72,0,28.8,62,5,---
2025/9/14 4:53,27.37,59.44,997.63,0,28.8,62,5,---
2025/9/14 4:58,27.4,59.21,997.84,0,29,61,5,---
2025/9/14 5:03,27.47,59.12,998.06,0,29,61,5,---
2025/9/14 5:08,27.48,59.49,998.13,0.83,29,61,5,---
2025/9/14 5:13,27.48,59.11,998.14,1.67,29,61,5,---
2025/9/14 5:18,27.46,59.14,998.07,5,29,61,5,---
2025/9/14 5:23,27.41,59.08,997.89,7.5,29,61,5,---
2025/9/14 5:28,27.42,59.31,998.09,11.67,29,61,5,---
2025/9/14 5:33,27.4,59.36,998.17,16.67,29,61,5,---
2025/9/14 5:38,27.42,59.1,998.23,30.83,29,61,5,---
2025/9/14 5:43,27.4,59.33,998.14,46.67,29,61,5,---
2025/9/14 5:48,27.33,59.46,998.25,86.67,29,61,5,---
2025/9/14 5:54,27.35,59.48,998.34,133.33,29,61,5,---
2025/9/14 5:59,27.37,59.05,998.38,224.17,29,61,5,---
2025/9/14 6:04,27.44,58.78,998.37,275,29,61,5,---
2025/9/14 6:09,27.5,58.37,998.44,335.83,29,61,5,---
2025/9/14 6:14,27.55,58.49,998.43,430.83,29,61,5,---
2025/9/14 6:19,27.67,58.19,998.43,523.33,29,61,5,---
2025/9/14 6:24,27.79,58.32,998.65,677.5,29,61,5,---
2025/9/14 6:29,27.88,57.56,998.59,784.17,29,61,5,---
2025/9/14 6:34,27.96,57.37,998.74,924.17,29,61,5,---
2025/9/14 6:39,28.03,57.18,998.8,981.67,29,61,5,---
2025/9/14 6:44,28.06,57.18,998.93,995,29,61,5,---
2025/9/14 6:49,28.14,56.98,998.95,1096.67,29,61,5,---
2025/9/14 6:54,28.21,56.79,999.07,1163.33,29,61,5,---
2025/9/14 6:59,28.24,56.74,998.96,1183.33,29.2,60,5,---
2025/9/14 7:04,28.27,56.75,998.95,1162.5,29.2,60,5,---
2025/9/14 7:09,28.23,57.17,998.81,1170.83,29.2,60,5,---
2025/9/14 7:14,28.2,56.91,998.78,1198.33,29.2,60,5,---
2025/9/14 7:19,28.22,56.77,998.62,1240.83,29.2,60,5,---
2025/9/14 7:24,28.23,56.86,998.81,1310.83,29.2,60,5,---
2025/9/14 7:29,28.24,56.76,998.91,1346.67,29.2,60,5,---
2025/9/14 7:34,28.2,56.87,998.84,1342.5,29.2,60,5,---
2025/9/14 7:39,28.17,57.02,999,1337.5,29.2,60,5,---
2025/9/14 7:44,28.22,56.84,998.99,1441.67,29.2,60,5,---
2025/9/14 7:49,28.22,56.72,998.87,1475,29.2,60,5,---
2025/9/14 7:54,28.26,56.48,999.27,1500,29.2,60,5,---
2025/9/14 7:59,28.34,56.19,999.51,1605.83,29.2,60,5,---
2025/9/14 8:04,28.42,55.82,999.56,1773.33,29.2,60,5,---
2025/9/14 8:09,28.57,55.62,999.7,2055,29.2,60,5,---
2025/9/14 8:14,28.59,55.36,999.9,2025,29.2,60,5,---
2025/9/14 8:19,28.68,55.15,999.76,2095,29.2,60,5,---
2025/9/14 8:24,28.8,54.65,999.73,2313.33,29.2,60,5,---
2025/9/14 8:29,28.93,54.54,999.88,2372.5,29.2,60,5,---
2025/9/14 8:34,29.04,54.25,999.81,2482.5,29.2,60,5,---
2025/9/14 8:39,29.12,54.1,999.79,2517.5,29.2,60,5,---
2025/9/14 8:44,29.22,53.7,999.8,2548.33,29.2,60,5,---
2025/9/14 8:49,29.29,53.59,999.75,2553.33,29.2,60,5,---
2025/9/14 8:54,29.43,53.23,999.58,2969.17,29.4,60,5,---
2025/9/14 8:59,29.65,52.63,999.81,3260,29.4,60,5,---
2025/9/14 9:04,29.79,52.22,999.77,3580,29.4,60,5,---
2025/9/14 9:09,29.92,52.01,999.71,3712.5,29.4,60,5,---
2025/9/14 9:14,29.82,51.89,999.68,3255.83,29.4,60,5,---
2025/9/14 9:19,29.86,51.67,999.66,3425.83,29.4,60,5,---
2025/9/14 9:24,30.25,50.67,999.75,4428.33,29.4,60,5,---
2025/9/14 9:29,30.4,50.16,999.78,4028.33,29.4,60,5,---
2025/9/14 9:34,30.36,50.14,999.73,3896.67,29.4,60,5,---
2025/9/14 9:39,30.36,50.18,999.69,3889.17,29.4,60,5,---
2025/9/14 9:44,30.48,50.33,999.79,4096.67,29.4,60,5,---
2025/9/14 9:49,30.62,49.68,999.76,4303.33,29.4,60,5,---
2025/9/14 9:54,30.81,49.13,999.78,4610.83,29.4,60,5,---
2025/9/14 9:59,30.84,48.86,999.66,4385.83,29.4,60,5,---
2025/9/14 10:04,30.89,48.92,999.63,4297.5,29.6,59,5,---
2025/9/14 10:09,31.13,48.23,999.7,4634.17,29.6,59,5,---
2025/9/14 10:14,31.4,47.55,999.75,5137.5,29.6,59,5,---
2025/9/14 10:19,31.53,47.21,999.51,5459.17,29.6,59,5,---
2025/9/14 10:24,31.63,46.93,999.56,5601.67,29.6,59,5,---
2025/9/14 10:29,31.74,46.69,999.6,5485.83,29.6,59,5,---
2025/9/14 10:34,31.51,47.19,999.51,5130.83,29.6,59,5,---
2025/9/14 10:39,31.57,47.06,999.69,4732.5,29.6,59,5,---
2025/9/14 10:44,31.48,47.62,999.52,4615,29.6,59,5,---
2025/9/14 10:49,31.44,47.41,999.54,4270.83,29.6,59,5,---
2025/9/14 10:54,31.53,46.9,999.44,4552.5,29.6,59,5,---
2025/9/14 10:59,31.49,46.68,999.4,4836.67,29.6,59,5,---
2025/9/14 11:04,31.71,46.36,999.38,5025,29.8,59,5,---
2025/9/14 11:09,31.68,46.51,999.42,4896.67,29.8,59,5,---
2025/9/14 11:15,31.83,46.12,999.43,5115.83,29.8,59,5,---
2025/9/14 11:20,32.03,45.66,999.29,5690,29.8,59,5,---
2025/9/14 11:25,32.07,45.64,999.35,5650,29.8,59,5,---
2025/9/14 11:30,32.29,45.09,999.33,6206.67,29.8,59,5,---
2025/9/14 11:35,32.33,44.54,999.27,6325.83,29.8,59,5,---
2025/9/14 11:40,32.17,45.25,999.38,5846.67,29.8,59,5,---
2025/9/14 11:45,31.98,45.78,999.41,5252.5,29.8,59,5,---
2025/9/14 11:50,31.81,46.35,999.57,5343.33,29.8,59,5,---
2025/9/14 11:55,32.06,45.92,999.57,5668.33,29.8,59,5,---
2025/9/14 12:00,32.43,44.59,999.53,6300.83,29.8,59,5,---
2025/9/14 12:05,32.47,44.51,999.4,8359.17,29.8,59,5,---
2025/9/14 12:10,32.6,43.97,999.44,7716.67,29.8,59,5,---
2025/9/14 12:15,33.27,42.69,999.37,10725,30,58,5,---
2025/9/14 12:20,33.69,41.86,999.38,10605.83,30,58,5,---
2025/9/14 12:25,33.94,41.28,999.38,9641.67,30,58,5,---
2025/9/14 12:30,33.9,41.34,999.35,8348.33,30,58,5,---
2025/9/14 12:35,33.51,42.27,999.27,6550.83,30,58,5,---
2025/9/14 12:40,33.36,42.57,999.25,6236.67,30,58,5,---
2025/9/14 12:45,33.32,42.73,999.33,6225,30,58,5,---
2025/9/14 12:50,33.45,42.49,999.28,6512.5,30,58,5,---
2025/9/14 12:55,33.51,42.13,999.15,7286.67,30.2,58,5,---
2025/9/14 13:00,33.85,41.33,999.14,7960,30.2,58,5,---
2025/9/14 13:05,33.89,42.07,999.03,7887.5,30.2,58,5,---
2025/9/14 13:10,33.68,41.76,998.95,7296.67,30.2,58,5,---
2025/9/14 13:15,33.63,42.03,999.04,7479.17,30.2,58,5,---
2025/9/14 13:20,34.38,41.06,999,8370.83,30.2,58,5,---
2025/9/14 13:25,34.24,40.63,999.05,7987.5,30.2,58,5,---
2025/9/14 13:30,34.48,40.15,998.97,8181.67,30.2,58,5,---
2025/9/14 13:35,34.22,40.72,998.98,7633.33,30.2,58,5,---
2025/9/14 13:40,34.23,40.71,998.91,7450,30.2,58,5,---
2025/9/14 13:45,34,41.3,998.8,6825,30.4,57,5,---
2025/9/14 13:50,34.04,41.31,998.86,6915,30.4,57,5,---
2025/9/14 13:55,34.01,42.11,998.67,7024.17,30.4,57,5,---
2025/9/14 14:00,34.56,40.23,998.48,9655.83,30.4,57,5,---
2025/9/14 14:05,34.96,39.19,998.46,10287.5,30.4,57,5,---
2025/9/14 14:10,34.56,39.96,998.62,7951.67,30.4,57,5,---
2025/9/14 14:15,34.52,40.05,998.72,8217.5,30.4,57,5,---
2025/9/14 14:20,35.04,39.18,998.72,10789.17,30.4,57,5,---
2025/9/14 14:25,35,39.24,998.63,8671.67,30.4,57,5,---
2025/9/14 14:30,34.72,39.76,998.64,7193.33,30.4,57,5,---
2025/9/14 14:35,34.59,40.13,998.73,7886.67,30.6,57,5,---
2025/9/14 14:40,37.15,35.35,998.67,20102.5,30.6,57,5,---
2025/9/14 14:45,36.54,36.26,998.59,12031.67,30.6,57,5,---
2025/9/14 14:50,34.79,39.7,998.7,6277.5,30.6,57,5,---
2025/9/14 14:55,34.6,40.11,998.85,6298.33,30.6,57,5,---
2025/9/14 15:00,34.76,39.81,998.68,6390.83,30.6,57,5,---
2025/9/14 15:05,34.58,40.17,998.56,6049.17,30.6,57,5,---
2025/9/14 15:10,34.57,40.58,998.66,6887.5,30.6,57,5,---
2025/9/14 15:15,34.48,40.43,998.78,6279.17,30.6,57,5,---
2025/9/14 15:20,34.48,40.54,998.83,6552.5,30.6,57,5,---
2025/9/14 15:25,34.77,39.93,999.05,8095.83,30.8,57,5,---
2025/9/14 15:30,34.36,40.78,999.08,6256.67,30.8,57,5,---
2025/9/14 15:35,34.26,40.93,998.99,8110,30.8,57,5,---
2025/9/14 15:40,35.86,38.31,998.97,14895.83,30.8,57,6,---
2025/9/14 15:45,35.06,39.25,999,7063.33,30.8,57,6,---
2025/9/14 15:50,34.58,40.06,999.02,7087.5,30.8,57,6,---
2025/9/14 15:55,38.65,33.01,999.16,26878.33,30.8,57,6,---
2025/9/14 16:00,39.22,31.96,999.19,27961.67,31,57,6,---
2025/9/14 16:05,39.15,32.07,999.11,16620.83,31.4,56,6,---
2025/9/14 16:10,39.78,31.27,999.36,24661.67,31.4,56,6,---
2025/9/14 16:16,39.72,31.31,999.26,23881.67,31.4,56,6,---
2025/9/14 16:21,39.54,31.8,999.15,22133.33,31.6,56,6,---
2025/9/14 16:26,39.64,31.54,999.28,21963.33,31.6,56,6,---
2025/9/14 16:31,39.65,30.85,999.27,21080,31.8,55,6,---
2025/9/14 16:36,39.43,31.88,999.25,20181.67,31.8,55,6,---
2025/9/14 16:41,39.04,32.69,999.3,17849.17,31.8,55,6,---
2025/9/14 16:46,37.6,35.15,999.43,9343.33,31.8,55,6,---
2025/9/14 16:51,36.56,36.97,999.42,4500.83,32,55,6,---
2025/9/14 16:56,35.53,39.09,999.38,2798.33,32,55,6,---
2025/9/14 17:01,34.92,40.24,999.57,1605.83,31.8,55,6,---
2025/9/14 17:06,34.7,40.74,999.53,2724.17,31.8,55,6,---
2025/9/14 17:11,34.06,42.31,999.49,1402.5,31.8,55,6,---
2025/9/14 17:16,33.86,42.58,999.57,1063.33,31.8,55,6,---
2025/9/14 17:21,33.49,43.44,999.58,890.83,31.8,55,6,---
2025/9/14 17:26,33.24,43.75,999.64,719.17,31.8,55,6,---
2025/9/14 17:31,32.81,44.78,999.65,505.83,31.8,55,6,---
2025/9/14 17:36,32.56,45.46,999.54,396.67,31.8,55,6,---
2025/9/14 17:41,32.44,45.38,999.66,271.67,31.6,56,6,---
2025/9/14 17:46,32.28,45.83,999.86,220,31.6,56,6,---
2025/9/14 17:51,32.06,46.4,1000.01,115,31.6,56,6,---
2025/9/14 17:56,31.91,46.63,1000.05,75,31.6,56,6,---
2025/9/14 18:01,31.74,47.02,1000.15,34.17,31.6,56,6,---
2025/9/14 18:06,31.56,47.36,1000.13,13.33,31.6,56,6,---
2025/9/14 18:11,31.39,48.07,1000.15,4.17,31.6,56,6,---
2025/9/14 18:16,31.23,48.75,1000.14,1.67,31.4,56,6,---
2025/9/14 18:21,31.16,48.68,1000.46,0.83,31.4,56,6,---
2025/9/14 18:26,31.08,48.22,1000.31,0,31.4,56,6,---
2025/9/14 18:31,31.02,48.69,1000.3,0,31.4,56,6,---
2025/9/14 18:36,30.96,49.07,1000.35,0,31.4,56,6,---
2025/9/14 18:41,30.88,49.89,1000.48,0,31.4,56,6,---
2025/9/14 18:46,30.84,49.55,1000.53,0,31.4,56,6,---
2025/9/14 18:51,30.78,49.84,1000.56,0,31.4,56,6,---
2025/9/14 18:56,30.73,50.05,1000.68,0,31.2,56,6,---
2025/9/14 19:01,30.68,50.18,1000.85,0,31.2,56,6,---
2025/9/14 19:06,30.59,50.41,1000.91,0,31.2,56,6,---
2025/9/14 19:11,30.5,50.45,1000.9,0,31.2,56,6,---
2025/9/14 19:16,30.48,50.47,1001.07,0,31.2,56,6,---
2025/9/14 19:21,30.45,50.41,1001.02,0,31.2,56,6,---
2025/9/14 19:26,30.42,50.48,1001.14,0,31.2,56,6,---
2025/9/14 19:31,30.39,50.59,1001.31,0,31.2,56,6,---
2025/9/14 19:36,30.34,50.63,1001.43,0,31.2,56,6,---
2025/9/14 19:41,30.31,50.75,1001.44,0,31.2,56,6,---
2025/9/14 19:46,30.27,50.84,1001.49,0,31.2,56,6,---
2025/9/14 19:51,30.24,51,1001.44,0,31.2,56,6,---
2025/9/14 19:56,30.17,51.12,1001.5,0,31,56,6,---
2025/9/14 20:01,30.08,51.35,1001.47,0,31,56,6,---
2025/9/14 20:06,30.03,51.32,1001.45,0,31,56,6,---
2025/9/14 20:11,30.01,51.17,1001.64,0,31,56,6,---
2025/9/14 20:16,29.94,51.63,1001.68,0,31,56,6,---
2025/9/14 20:21,29.92,51.51,1001.79,0,31,56,6,---
2025/9/14 20:26,29.88,51.83,1001.77,0,31,56,6,---
2025/9/14 20:31,29.88,51.87,1001.93,0,31,56,6,---
2025/9/14 20:36,29.86,51.85,1001.96,0,31,56,6,---
2025/9/14 20:41,29.83,52.07,1002.1,0,31,56,6,---
2025/9/14 20:46,29.78,52.1,1002.14,0,31,56,6,---
2025/9/14 20:51,29.74,52.32,1002.15,0,31,56,6,---
2025/9/14 20:56,29.74,52.44,1002.2,0,31,56,6,---
2025/9/14 21:01,29.71,52.19,1002.18,0,31,56,6,---
2025/9/14 21:06,29.63,52.78,1002.23,0,30.8,56,6,---
2025/9/14 21:11,29.61,52.81,1002.22,0,30.8,56,6,---
2025/9/14 21:16,29.56,53.04,1002.39,0,30.8,56,6,---
2025/9/14 21:21,29.51,53.23,1002.45,0,30.8,56,6,---
2025/9/14 21:26,29.46,53.38,1002.55,0,30.8,56,6,---
2025/9/14 21:31,29.44,53.54,1002.56,0,30.8,56,6,---
2025/9/14 21:36,29.44,53.65,1002.63,0,30.8,56,6,---
2025/9/14 21:41,29.46,53.66,1002.71,0,30.8,56,6,---
2025/9/14 21:46,29.48,53.66,1002.68,0,30.8,56,6,---
2025/9/14 21:51,29.5,53.73,1002.81,0,30.8,56,6,---
2025/9/14 21:56,29.51,53.67,1002.77,0,30.8,56,6,---
2025/9/14 22:02,29.53,53.67,1002.74,0,30.8,56,6,---
2025/9/14 22:07,29.54,53.75,1002.89,0,30.8,56,6,---
2025/9/14 22:12,29.55,53.79,1002.85,0,30.8,56,6,---
2025/9/14 22:17,29.56,53.82,1002.84,0,30.8,56,6,---
2025/9/14 22:22,29.57,53.7,1002.86,0,30.8,56,6,---
2025/9/14 22:27,29.57,53.88,1002.82,0,30.8,56,6,---
2025/9/14 22:32,29.56,53.89,1002.87,0,30.8,56,6,---
2025/9/14 22:37,29.58,53.86,1002.93,0,30.8,56,6,---
2025/9/14 22:42,29.59,53.73,1002.91,0,30.8,56,6,---
2025/9/14 22:47,29.58,53.87,1002.84,0,30.8,56,6,---
2025/9/14 22:52,29.61,53.86,1002.91,0,30.8,56,6,---
2025/9/14 22:57,29.58,53.99,1002.95,0,30.8,56,6,---
2025/9/14 23:02,29.58,53.98,1002.95,0,30.8,56,6,---
2025/9/14 23:07,29.51,54.06,1002.98,0,30.7,58,6,---
2025/9/14 23:12,29.45,53.9,1003.02,0,30.7,58,6,---
2025/9/14 23:17,29.44,53.99,1002.87,0,30.7,58,6,---
2025/9/14 23:22,29.44,53.83,1002.96,0,30.7,58,6,---
2025/9/14 23:27,29.46,54.03,1003.08,0,30.7,58,6,---
2025/9/14 23:32,29.44,53.83,1002.99,0,30.7,58,6,---
2025/9/14 23:37,29.4,53.93,1002.98,0,30.7,58,6,---
2025/9/14 23:42,29.38,54.08,1003,0,30.7,58,6,---
2025/9/14 23:47,29.37,54.01,1003.12,0,30.7,58,6,---
2025/9/14 23:52,29.39,54.16,1003.05,0,30.7,58,6,---
2025/9/14 23:57,29.35,54.17,1002.96,0,30.7,58,6,---
2025/9/15 0:02,29.34,54.39,1002.99,0,30.7,58,6,---
2025/9/15 0:07,29.32,54.35,1002.99,0,30.7,58,6,---
2025/9/15 0:12,29.34,54.35,1003.04,0,30.7,58,6,---
2025/9/15 0:17,29.3,54.92,1002.95,0,30.7,58,6,---
2025/9/15 0:22,29.28,54.52,1002.86,0,30.7,58,6,---
2025/9/15 0:27,29.27,54.57,1002.82,0,30.7,58,6,---
2025/9/15 0:32,29.29,54.58,1002.99,0,30.7,58,6,---
2025/9/15 0:37,29.27,54.62,1002.99,0,30.7,58,6,---
2025/9/15 0:42,29.24,54.76,1003,0,30.7,58,6,---
