時刻,窓温度_℃,窓湿度_%,窓気圧_hPa,窓照度_lux,室内温度_℃,室内湿度_%,室内照度_level,label
,,,,,,,,"全開0, 全閉100"
2025/8/27 16:19,37.85,50,1013.25,9771.67,26.5,50,5,100
2025/8/27 16:23,37.87,50,1013.25,10670,26.3,49,5,100
2025/8/27 16:28,36.15,50,1013.25,6870,26.3,49,5,100
2025/8/27 16:33,36.29,50,1013.25,7899.17,26.3,49,5,100
2025/8/27 16:38,35.24,50,1013.25,5033.33,26.3,49,5,100
2025/8/27 16:43,35.16,50,1013.25,4358.33,26.3,49,5,100
2025/8/27 16:48,34.77,50,1013.25,4395.83,26.3,49,5,100
2025/8/27 16:53,33.57,50,1013.25,2807.5,26.1,48,5,100
2025/8/27 16:58,32.99,50,1013.25,2375.83,26.3,48,5,100
2025/8/27 17:03,32.99,50,1013.25,2217.5,26.3,48,5,100
2025/8/27 17:08,32.98,50,1013.25,2118.33,26.3,48,5,
2025/8/27 17:13,32.84,50,1013.25,1956.67,26.3,50,5,
2025/8/27 17:18,32.91,50,1013.25,1910.83,26.3,50,5,
2025/8/27 17:23,32.66,50,1013.25,2039.17,26.5,51,5,
2025/8/27 17:28,32.36,50,1013.25,2120,26.5,51,5,
2025/8/27 17:33,32.93,50,1013.25,2920.83,26.5,51,5,
2025/8/27 17:38,31.76,50,1013.25,2303.33,26.5,51,5,
2025/8/27 17:43,31.71,50,1013.25,2178.33,26.3,48,5,
2025/8/27 17:48,31.47,50,1013.25,1157.5,26.3,48,5,0
2025/8/27 17:53,31.52,50,1013.25,850.83,26.1,48,5,0
2025/8/27 17:58,31.77,50,1013.25,657.5,26.1,48,5,0
2025/8/27 18:03,31.99,50,1013.25,475.83,26.5,49,5,0
2025/8/27 18:08,31.85,50,1013.25,335.83,26.9,49,5,0
2025/8/27 18:13,31.9,50,1013.25,178.33,26.9,49,5,0
2025/8/27 18:18,31.23,50,1013.25,115,27.3,49,5,0
2025/8/27 18:23,30.57,50,1013.25,32.5,26.9,49,5,0
2025/8/27 18:28,30.31,50,1013.25,11.67,26.5,49,5,0
2025/8/27 18:33,29.99,50,1013.25,5,26.1,48,5,0
2025/8/27 18:38,29.72,50,1013.25,3.33,26.1,48,5,0
2025/8/27 18:43,29.76,50,1013.25,2.5,25.7,49,5,0
2025/8/27 18:48,29.65,50,1013.25,2.5,25.7,49,5,0
2025/8/27 18:53,29.39,50,1013.25,2.5,25.7,49,5,0
2025/8/27 18:58,29.49,50,1013.25,2.5,25.7,49,5,0
2025/8/27 19:03,29.13,50,1013.25,2.5,25.7,49,5,0
2025/8/27 19:08,29.18,50,1013.25,2.5,25.7,49,5,0
2025/8/27 19:13,28.78,50,1013.25,2.5,25.7,51,5,0
2025/8/27 19:18,28.56,50,1013.25,2.5,25.7,51,5,0
2025/8/27 19:23,28.67,50,1013.25,2.5,25.7,51,5,0
2025/8/27 19:28,28.35,50,1013.25,2.5,25.7,51,5,0
2025/8/27 19:33,28.26,50,1013.25,2.5,25.7,51,5,0
2025/8/27 19:38,27.9,50,1013.25,2.5,25.7,49,5,0
2025/8/27 19:43,27.84,50,1013.25,2.5,25.7,49,5,0
2025/8/27 19:48,27.77,50,1013.25,0,25.5,49,5,0
2025/8/27 19:53,28.29,50,1013.25,0,25.7,51,1,0
2025/8/27 19:58,28.54,50,1013.25,0,25.7,51,1,0
2025/8/27 20:03,28.81,50,1013.25,0,25.9,51,1,0
2025/8/27 20:08,28.94,50,1013.25,0,26.1,52,2,0
2025/8/27 20:13,28.99,50,1013.25,0,26.1,52,2,0
2025/8/27 20:18,28.95,50,1013.25,0,26.3,51,2,0
2025/8/27 20:23,28.99,50,1013.25,0,26.3,51,2,0
2025/8/27 20:28,29.04,50,1013.25,0,26.5,51,2,0
2025/8/27 20:33,29.06,50,1013.25,0,26.5,51,2,0
2025/8/27 20:38,29.18,50,1013.25,0,26.7,51,2,0
2025/8/27 20:43,29.16,50,1013.25,0,26.7,51,2,0
2025/8/27 20:48,29.25,50,1013.25,0,26.9,52,2,0
2025/8/27 20:53,29.25,50,1013.25,0,26.9,52,2,0
2025/8/27 20:58,29.36,50,1013.25,0,26.9,52,3,0
2025/8/27 21:03,29.37,50,1013.25,0,27.1,52,3,0
2025/8/27 21:08,29.39,50,1013.25,0,27.1,52,3,0
2025/8/27 21:13,29.42,50,1013.25,0,27.1,52,3,0
2025/8/27 21:18,29.43,50,1013.25,0,27.1,52,3,0
2025/8/27 21:23,29.44,50,1013.25,0,27.3,52,3,0
2025/8/27 21:28,29.49,50,1013.25,0,27.3,52,3,0
2025/8/27 21:33,29.48,50,1013.25,0,27.3,52,3,0
2025/8/27 21:38,29.52,50,1013.25,0,27.5,52,3,0
2025/8/27 21:43,29.54,50,1013.25,0,27.5,52,3,0
2025/8/27 21:48,29.54,50,1013.25,0,27.5,52,3,0
2025/8/27 21:53,29.53,50,1013.25,0,27.5,52,3,0
2025/8/27 21:58,29.55,50,1013.25,0,27.7,53,3,0
2025/8/27 22:03,29.48,50,1013.25,0,27.7,53,3,0
2025/8/27 22:08,29.45,50,1013.25,0,27.7,53,3,0
2025/8/27 22:13,29.39,50,1013.25,0,27.7,53,3,0
2025/8/27 22:18,29.33,50,1013.25,0,27.9,53,3,0
2025/8/27 22:23,29.26,50,1013.25,0,27.9,53,3,0
2025/8/27 22:28,29.2,50,1013.25,0,27.9,53,3,0
2025/8/27 22:33,29.14,50,1013.25,0,27.9,53,3,0
2025/8/27 22:38,29.1,50,1013.25,0,27.9,53,3,0
2025/8/27 22:43,29.04,50,1013.25,0,28.1,53,3,0
2025/8/27 22:48,29.02,50,1013.25,0,28.1,53,3,0
2025/8/27 22:53,28.94,50,1013.25,0,28.1,53,4,0
2025/8/27 22:58,28.88,50,1013.25,0,28.1,53,4,0
2025/8/27 23:03,28.84,50,1013.25,0,28.1,53,4,0
2025/8/27 23:08,28.81,50,1013.25,0,28.3,53,4,0
2025/8/27 23:13,28.77,50,1013.25,0,28.3,53,4,0
2025/8/27 23:18,28.73,50,1013.25,0,28.3,53,4,0
2025/8/27 23:23,28.66,50,1013.25,0,28.3,53,4,0
2025/8/27 23:28,28.61,50,1013.25,0,28.3,53,4,0
2025/8/27 23:33,28.58,50,1013.25,0,28.3,53,4,0
2025/8/27 23:38,28.55,50,1013.25,0,28.5,54,4,0
2025/8/27 23:43,28.51,50,1013.25,0,28.5,54,4,0
2025/8/27 23:48,28.51,50,1013.25,0,28.5,54,4,0
2025/8/27 23:53,28.47,50,1013.25,0,28.5,54,4,0
2025/8/27 23:58,28.44,50,1013.25,0,28.5,54,4,0
2025/8/28 0:03,28.4,50,1013.25,0,28.5,54,4,0
2025/8/28 0:08,28.35,50,1013.25,0,28.5,54,4,0
2025/8/28 0:13,28.33,50,1013.25,0,28.5,54,4,0
2025/8/28 0:18,28.32,50,1013.25,0,28.7,55,4,0
2025/8/28 0:23,28.3,50,1013.25,0,28.7,55,4,0
2025/8/28 0:28,28.26,50,1013.25,0,28.7,55,4,0
2025/8/28 0:33,28.19,50,1013.25,0,28.7,55,4,0
2025/8/28 0:39,28.17,50,1013.25,0,28.7,55,4,0
2025/8/28 0:44,28.13,50,1013.25,0,28.7,55,4,0
2025/8/28 0:49,28.07,50,1013.25,0,28.7,55,4,0
2025/8/28 0:54,28.04,50,1013.25,0,28.9,55,4,0
2025/8/28 0:59,28.01,50,1013.25,0,28.9,55,4,0
2025/8/28 1:04,28,50,1013.25,0,28.9,55,4,0
2025/8/28 1:09,28,50,1013.25,0,28.9,55,4,0
2025/8/28 1:14,28,50,1013.25,0,28.9,55,4,0
2025/8/28 1:19,27.98,50,1013.25,0,28.9,55,4,0
2025/8/28 1:24,27.98,50,1013.25,0,28.9,55,4,0
2025/8/28 1:29,27.95,50,1013.25,0,28.9,55,4,0
2025/8/28 1:34,27.95,50,1013.25,0,28.9,55,4,0
2025/8/28 1:39,27.93,50,1013.25,0,28.9,55,4,0
2025/8/28 1:44,27.91,50,1013.25,0,29.1,55,4,0
2025/8/28 1:49,27.91,50,1013.25,0,29.1,55,4,0
2025/8/28 1:54,27.9,50,1013.25,0,29.1,55,4,0
2025/8/28 1:59,27.91,50,1013.25,0,29.1,55,4,0
2025/8/28 2:04,27.89,50,1013.25,0,29.1,55,4,0
2025/8/28 2:09,27.9,50,1013.25,0,29.1,55,4,0
2025/8/28 2:14,27.87,50,1013.25,0,29.1,55,4,0
2025/8/28 2:19,27.88,50,1013.25,0,29.1,55,4,0
2025/8/28 2:24,27.84,50,1013.25,0,29.1,55,4,0
2025/8/28 2:29,27.85,50,1013.25,0,29.1,55,4,0
2025/8/28 2:34,27.86,50,1013.25,0,29.3,56,4,0
2025/8/28 2:39,27.85,50,1013.25,0,29.3,56,4,0
2025/8/28 2:44,27.86,50,1013.25,0,29.3,56,4,0
2025/8/28 2:49,27.83,50,1013.25,0,29.3,56,4,0
2025/8/28 2:54,27.84,50,1013.25,0,29.3,56,4,0
2025/8/28 2:59,27.84,50,1013.25,0,29.3,56,4,0
2025/8/28 3:04,27.89,50,1013.25,0,29.3,56,4,0
2025/8/28 3:09,27.9,50,1013.25,0,29.3,56,4,0
2025/8/28 3:14,27.94,50,1013.25,0,29.3,56,4,0
2025/8/28 3:19,27.96,50,1013.25,0,29.3,56,4,0
2025/8/28 3:24,28,50,1013.25,0,29.3,56,4,0
2025/8/28 3:29,28.01,50,1013.25,0,29.3,56,4,0
2025/8/28 3:34,28.04,50,1013.25,0,29.3,56,4,0
2025/8/28 3:39,28.07,50,1013.25,0,29.3,56,4,0
2025/8/28 3:44,28.09,50,1013.25,0,29.5,56,4,0
2025/8/28 3:49,28.1,50,1013.25,0,29.5,56,4,0
2025/8/28 3:54,28.12,50,1013.25,0,29.5,56,4,0
2025/8/28 3:59,28.13,50,1013.25,0,29.5,56,4,0
2025/8/28 4:04,28.16,50,1013.25,0,29.5,56,4,0
2025/8/28 4:09,28.17,50,1013.25,0,29.5,56,4,0
2025/8/28 4:14,28.17,50,1013.25,0,29.5,56,4,0
2025/8/28 4:19,28.18,50,1013.25,0,29.5,56,4,0
2025/8/28 4:24,28.19,50,1013.25,0,29.5,56,4,0
2025/8/28 4:29,28.18,50,1013.25,0,29.5,56,4,0
2025/8/28 4:34,28.17,50,1013.25,0,29.5,56,4,0
2025/8/28 4:39,28.17,50,1013.25,0,29.5,56,4,0
2025/8/28 4:44,28.18,50,1013.25,0,29.5,56,4,0
2025/8/28 4:49,28.18,50,1013.25,0,29.5,56,4,0
2025/8/28 4:54,28.18,50,1013.25,0.83,29.5,56,4,0
2025/8/28 4:59,28.2,50,1013.25,2.5,29.5,56,4,0
2025/8/28 5:04,28.2,50,1013.25,8.33,29.5,56,4,0
2025/8/28 5:09,28.23,50,1013.25,19.17,29.5,56,4,0
2025/8/28 5:14,28.23,50,1013.25,39.17,29.5,56,4,0
2025/8/28 5:19,28.25,50,1013.25,70,29.7,56,4,0
2025/8/28 5:24,28.28,50,1013.25,104.17,29.7,56,4,
2025/8/28 5:29,28.3,50,1013.25,142.5,29.7,56,4,
2025/8/28 5:34,28.33,50,1013.25,196.67,29.7,56,4,
2025/8/28 5:39,28.36,50,1013.25,240,29.7,56,4,
2025/8/28 5:44,28.39,50,1013.25,275.83,29.7,56,4,
2025/8/28 5:49,28.43,50,1013.25,340,29.7,56,4,
2025/8/28 5:54,28.52,50,1013.25,507.5,29.7,56,4,
2025/8/28 5:59,28.63,50,1013.25,615.83,29.7,56,4,
2025/8/28 6:04,28.75,50,1013.25,775,29.7,56,4,
2025/8/28 6:09,28.88,50,1013.25,940.83,29.7,56,4,
2025/8/28 6:14,29.01,50,1013.25,1038.33,29.7,56,4,
2025/8/28 6:19,29.07,50,1013.25,1131.67,29.7,56,4,
2025/8/28 6:24,29.15,50,1013.25,1210,29.7,56,4,
2025/8/28 6:29,29.27,50,1013.25,1425,29.7,56,4,
2025/8/28 6:34,29.32,50,1013.25,1230,29.7,56,4,
2025/8/28 6:39,29.39,50,1013.25,1303.33,29.7,56,4,
2025/8/28 6:44,29.49,50,1013.25,1382.5,29.9,56,4,
2025/8/28 6:49,29.53,50,1013.25,1275,29.9,56,4,
2025/8/28 6:54,29.55,50,1013.25,1213.33,29.9,56,4,
2025/8/28 6:59,29.62,50,1013.25,1244.17,29.9,56,4,
2025/8/28 7:04,29.72,50,1013.25,1461.67,29.9,56,4,
2025/8/28 7:09,29.85,50,1013.25,1511.67,29.9,56,4,
2025/8/28 7:14,29.91,50,1013.25,1450.83,29.9,56,4,
2025/8/28 7:19,30.03,50,1013.25,1687.5,29.9,56,4,
2025/8/28 7:24,30.22,50,1013.25,1940,29.9,56,4,
2025/8/28 7:29,30.35,50,1013.25,1882.5,29.9,56,4,
2025/8/28 7:34,30.4,50,1013.25,1972.5,29.9,56,4,
2025/8/28 7:39,30.64,50,1013.25,2215.83,29.9,56,4,
2025/8/28 7:44,30.94,50,1013.25,2497.5,29.9,56,4,
2025/8/28 7:49,31.21,50,1013.25,2805,29.9,56,4,
2025/8/28 7:54,31.48,50,1013.25,3117.5,29.9,56,4,
2025/8/28 7:59,31.72,50,1013.25,2921.67,29.9,56,4,
2025/8/28 8:04,31.49,50,1013.25,2553.33,29.9,56,4,
2025/8/28 8:09,31.65,50,1013.25,3122.5,29.9,56,4,
2025/8/28 8:14,31.91,50,1013.25,3434.17,30.1,57,4,
2025/8/28 8:19,32.19,50,1013.25,3510.83,30.1,57,4,0
2025/8/28 8:24,32.54,50,1013.25,3975.83,30.1,57,4,0
2025/8/28 8:29,32.75,50,1013.25,4295,30.1,57,6,0
2025/8/28 8:34,31.7,50,1013.25,3761.67,29.7,57,6,0
2025/8/28 8:39,30.3,50,1013.25,4177.5,28.7,53,6,0
2025/8/28 8:44,30.19,50,1013.25,3860,27.9,51,6,0
2025/8/28 8:49,29.03,50,1013.25,3835,27.1,49,6,0
2025/8/28 8:54,29.29,50,1013.25,4877.5,26.7,48,6,0
2025/8/28 8:59,29.67,50,1013.25,4300.83,26.5,47,6,0
2025/8/28 9:04,29.52,50,1013.25,4597.5,26.1,46,6,0
2025/8/28 9:09,30.03,50,1013.25,5821.67,26.1,46,6,0
2025/8/28 9:14,30.25,50,1013.25,6452.5,26,48,6,0
2025/8/28 9:19,30.82,50,1013.25,6129.17,25.9,52,6,0
2025/8/28 9:24,31.11,50,1013.25,5611.67,25.9,52,6,0
2025/8/28 9:29,31.78,50,1013.25,5923.33,26.1,55,6,0
2025/8/28 9:34,32.81,50,1013.25,6566.67,26.3,58,6,0
2025/8/28 9:39,32.58,50,1013.25,4605,26.5,59,6,0
2025/8/28 9:44,32.73,50,1013.25,5278.33,26.9,59,6,
2025/8/28 9:49,33.65,50,1013.25,6370.83,26.9,59,6,
2025/8/28 9:54,33.89,50,1013.25,6236.67,27.3,59,6,
2025/8/28 9:59,33.72,50,1013.25,5231.67,27.3,59,6,
2025/8/28 10:04,34.19,50,1013.25,6509.17,27.5,59,6,
2025/8/28 10:09,34.92,50,1013.25,7001.67,27.7,59,6,
2025/8/28 10:14,33.31,50,1013.25,7160,27.3,55,6,
2025/8/28 10:19,33.82,50,1013.25,7900,27.3,55,6,
2025/8/28 10:22,33.52,50,1013.25,7186.67,26.9,53,6,0
2025/8/28 10:27,32.29,50,1013.25,5069.17,26.5,53,6,0
2025/8/28 10:32,31.59,50,1013.25,4698.33,26.5,53,6,0
2025/8/28 10:33,31.53,50,1013.25,4714.17,26.3,53,6,0
2025/8/28 10:38,31.51,50,1013.25,3922.5,26.1,52,6,0
2025/8/28 10:43,31.14,50,1013.25,2910,26.1,52,6,0
2025/8/28 10:48,31.13,50,1013.25,2430,26.2,54,6,0
2025/8/28 10:53,30.85,50,1013.25,2003.33,26.3,56,6,0
2025/8/28 10:58,31.07,50,1013.25,2298.33,26.3,56,6,0
2025/8/28 11:03,31.89,50,1013.25,3732.5,26.7,57,6,0
,,,,,,,,
2025/8/28 20:53,26.28,50,1013.25,0,26.6,56,5,0
2025/8/28 20:58,26.83,50,1013.25,51.67,27,56,5,---
2025/8/28 21:03,27.15,50,1013.25,55,27,56,5,---
2025/8/28 21:07,27.28,50,1013.25,57.5,27.2,56,5,0
2025/8/28 21:12,27.53,50,1013.25,55.83,27.4,56,5,0
2025/8/28 21:17,27.7,50,1013.25,55,27.4,56,5,0
2025/8/28 21:24,27.88,50,1013.25,56.67,27.6,56,5,0
2025/8/28 21:29,28.11,50,1013.25,64.17,27.8,56,5,100
2025/8/28 21:34,28.37,50,1013.25,66.67,27.8,56,5,---
2025/8/28 21:39,28.47,50,1013.25,55,28,56,5,25
2025/8/28 21:44,28.31,50,1013.25,55,28,56,5,0
2025/8/28 21:49,28.37,50,1013.25,55,28.2,56,5,0
2025/8/28 21:54,28.33,50,1013.25,54.17,28.2,56,5,0
2025/8/28 21:56,28.28,50,1013.25,54.17,28.2,56,5,0
2025/8/28 22:01,28.45,50,1013.25,54.17,28.4,56,5,0
2025/8/28 22:06,28.56,50,1013.25,54.17,28.4,56,5,0
2025/8/28 22:11,28.61,50,1013.25,54.17,28.4,56,5,0
2025/8/28 22:16,28.69,50,1013.25,50.83,28.6,55,5,0
2025/8/28 22:21,28.65,50,1013.25,0,28.6,55,1,0
2025/8/28 22:26,28.64,50,1013.25,0,28.6,55,1,0
2025/8/28 22:31,28.65,50,1013.25,0,28.6,55,1,0
2025/8/28 22:36,28.65,50,1013.25,0,28.6,55,1,0
2025/8/28 22:41,28.65,50,1013.25,0,28.6,55,1,0
2025/8/28 22:46,28.66,50,1013.25,0,28.6,55,1,0
2025/8/28 22:51,28.67,50,1013.25,0,28.6,55,1,0
2025/8/28 22:56,28.68,50,1013.25,0,28.6,55,1,0
2025/8/28 23:01,28.68,50,1013.25,0,28.6,55,1,0
2025/8/28 23:06,28.68,50,1013.25,0,28.6,55,1,0
2025/8/28 23:11,28.69,50,1013.25,0,28.6,55,1,0
2025/8/28 23:16,28.7,50,1013.25,0,28.6,55,1,0
2025/8/28 23:22,28.7,50,1013.25,0,28.6,55,1,0
2025/8/28 23:27,28.69,50,1013.25,0,28.6,55,1,0
2025/8/28 23:32,28.66,50,1013.25,0,28.8,56,1,---
2025/8/28 23:37,28.65,50,1013.25,0,28.8,56,1,0
2025/8/28 23:42,28.65,50,1013.25,0,28.8,56,1,0
2025/8/28 23:47,28.67,50,1013.25,0,28.8,56,1,0
2025/8/28 23:52,28.68,50,1013.25,0,28.8,56,1,0
2025/8/28 23:57,28.66,50,1013.25,0,28.8,56,1,0
2025/8/29 0:02,28.67,50,1013.25,0,28.8,56,1,0
2025/8/29 0:07,28.67,50,1013.25,0,28.8,56,1,0
2025/8/29 0:12,28.67,50,1013.25,0,28.8,56,1,0
2025/8/29 0:17,28.68,50,1013.25,0,28.8,56,1,0
2025/8/29 0:22,28.67,50,1013.25,0,28.8,56,2,0
2025/8/29 0:27,28.67,50,1013.25,0,28.8,56,2,0
2025/8/29 0:32,28.65,50,1013.25,0,28.8,56,2,0
2025/8/29 0:37,28.68,50,1013.25,0,28.8,56,2,0
2025/8/29 0:42,28.68,50,1013.25,0,29,55,2,0
2025/8/29 0:47,28.67,50,1013.25,0,29,55,2,0
2025/8/29 0:52,28.67,50,1013.25,0,29,55,2,0
2025/8/29 0:57,28.68,50,1013.25,0,29,55,2,0
2025/8/29 1:02,28.67,50,1013.25,0,29,55,2,0
2025/8/29 1:07,28.68,50,1013.25,0,29,55,2,0
2025/8/29 1:12,28.69,50,1013.25,0,29,55,2,0
2025/8/29 1:17,28.67,50,1013.25,0,29,55,2,0
2025/8/29 1:22,28.67,50,1013.25,0,29,55,2,0
2025/8/29 1:27,28.68,50,1013.25,0,29,55,2,0
2025/8/29 1:32,28.68,50,1013.25,0,29,55,2,---
2025/8/29 1:37,28.68,50,1013.25,0,29,55,2,0
2025/8/29 1:42,28.65,50,1013.25,0,29,55,2,0
2025/8/29 1:47,28.66,50,1013.25,0,29,55,2,0
2025/8/29 1:52,28.67,50,1013.25,0,29,55,2,0
2025/8/29 1:57,28.65,50,1013.25,0,29,55,2,0
2025/8/29 2:02,28.67,50,1013.25,0,29,55,2,0
2025/8/29 2:07,28.66,50,1013.25,0,29,55,2,0
2025/8/29 2:12,28.66,50,1013.25,0,29,55,2,0
2025/8/29 2:17,28.68,50,1013.25,0,29,55,2,0
2025/8/29 2:22,28.66,50,1013.25,0,29,55,2,0
2025/8/29 2:28,28.67,50,1013.25,0,29.2,55,2,0
2025/8/29 2:33,28.68,50,1013.25,0,29.2,55,2,0
2025/8/29 2:38,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 2:43,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 2:48,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 2:53,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 2:58,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 3:03,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 3:08,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 3:13,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 3:18,28.67,50,1013.25,0,29.2,55,2,0
2025/8/29 3:23,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 3:28,28.64,50,1013.25,0,29.2,55,2,---
2025/8/29 3:33,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 3:38,28.63,50,1013.25,0,29.2,55,2,0
2025/8/29 3:43,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 3:48,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 3:53,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 3:58,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 4:03,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 4:08,28.66,50,1013.25,0,29.2,55,2,0
2025/8/29 4:13,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 4:18,28.65,50,1013.25,0,29.2,55,2,0
2025/8/29 4:23,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 4:28,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 4:33,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 4:38,28.63,50,1013.25,0,29.2,55,2,0
2025/8/29 4:43,28.63,50,1013.25,0,29.2,55,2,0
2025/8/29 4:48,28.64,50,1013.25,0,29.2,55,2,0
2025/8/29 4:53,28.64,50,1013.25,0.83,29.2,55,2,0
2025/8/29 4:58,28.65,50,1013.25,2.5,29.2,55,2,0
2025/8/29 5:03,28.64,50,1013.25,5.83,29.2,55,2,0
2025/8/29 5:08,28.64,50,1013.25,15,29.2,55,2,0
2025/8/29 5:13,28.65,50,1013.25,29.17,29.4,55,2,0
2025/8/29 5:18,28.67,50,1013.25,56.67,29.4,55,2,0
2025/8/29 5:24,28.73,50,1013.25,93.33,29.4,55,2,0
2025/8/29 5:29,28.73,50,1013.25,135,29.4,55,2,---
2025/8/29 5:34,28.76,50,1013.25,179.17,29.4,55,2,0
2025/8/29 5:39,28.79,50,1013.25,230.83,29.4,55,2,0
2025/8/29 5:44,28.81,50,1013.25,289.17,29.4,55,2,0
2025/8/29 5:49,28.85,50,1013.25,354.17,29.4,55,2,0
2025/8/29 5:54,28.91,50,1013.25,420,29.4,55,2,0
2025/8/29 5:59,28.95,50,1013.25,488.33,29.4,55,2,0
2025/8/29 6:04,29.02,50,1013.25,592.5,29.4,55,2,0
2025/8/29 6:09,29.09,50,1013.25,668.33,29.4,55,2,0
2025/8/29 6:14,29.17,50,1013.25,765,29.4,55,2,0
2025/8/29 6:19,29.22,50,1013.25,783.33,29.4,55,2,0
2025/8/29 6:24,29.26,50,1013.25,762.5,29.4,55,2,0
2025/8/29 6:29,29.27,50,1013.25,758.33,29.4,55,3,0
2025/8/29 6:34,29.3,50,1013.25,778.33,29.4,55,3,0
2025/8/29 6:39,29.37,50,1013.25,806.67,29.4,55,3,0
2025/8/29 6:44,29.41,50,1013.25,867.5,29.4,55,3,0
2025/8/29 6:49,29.48,50,1013.25,895.83,29.4,55,3,0
2025/8/29 6:54,29.54,50,1013.25,925,29.4,55,3,0
2025/8/29 6:59,29.56,50,1013.25,871.67,29.4,55,3,0
2025/8/29 7:04,29.59,50,1013.25,904.17,29.4,55,3,0
2025/8/29 7:09,29.64,50,1013.25,940,29.4,55,3,0
2025/8/29 7:14,29.68,50,1013.25,970.83,29.4,55,3,0
2025/8/29 7:19,29.72,50,1013.25,953.33,29.6,55,3,0
2025/8/29 7:24,29.74,50,1013.25,958.33,29.6,55,3,0
2025/8/29 7:29,29.76,50,1013.25,1016.67,29.6,55,3,---
2025/8/29 7:34,29.84,50,1013.25,1063.33,29.6,55,3,0
2025/8/29 7:39,29.9,50,1013.25,1080.83,29.6,55,3,0
2025/8/29 7:44,29.92,50,1013.25,1095,29.6,55,3,0
2025/8/29 7:49,30,50,1013.25,1095,29.6,55,3,0
2025/8/29 7:54,30.04,50,1013.25,1099.17,29.6,55,3,0
2025/8/29 7:59,29.38,50,1013.25,1156.67,29.6,55,6,0
2025/8/29 8:04,28.49,50,1013.25,1995,28.8,53,6,0
2025/8/29 8:09,28.65,50,1013.25,2728.33,28,51,6,0
2025/8/29 8:15,28.38,50,1013.25,2729.17,27.6,50,6,0
2025/8/29 8:20,28.36,50,1013.25,2694.17,27.2,49,6,0
2025/8/29 8:25,28.11,50,1013.25,2533.33,26.8,49,6,0
2025/8/29 8:30,27.81,50,1013.25,2505,26.8,49,6,0
2025/8/29 8:35,28.03,50,1013.25,2646.67,26.4,48,6,0
2025/8/29 8:40,28.44,50,1013.25,2391.67,26.2,51,6,0
2025/8/29 8:45,28.67,50,1013.25,2462.5,26.5,55,6,0
2025/8/29 8:50,29.03,50,1013.25,2800.83,26.6,57,6,0
2025/8/29 8:55,29.48,50,1013.25,2864.17,26.6,57,6,0
2025/8/29 9:00,29.69,50,1013.25,2889.17,26.8,58,6,0
2025/8/29 9:05,30.03,50,1013.25,2941.67,27.2,58,6,0
2025/8/29 9:10,30.18,50,1013.25,2941.67,27.4,58,6,0
2025/8/29 9:15,30.37,50,1013.25,2987.5,27.4,58,6,0
2025/8/29 9:20,30.52,50,1013.25,2980,27.6,57,6,0
2025/8/29 9:25,30.67,50,1013.25,3034.17,27.8,57,6,---
2025/8/29 9:30,30.34,50,1013.25,3065,27.8,56,6,0
2025/8/29 9:35,29.29,50,1013.25,3112.5,27.4,55,6,0
2025/8/29 9:40,28.61,50,1013.25,3181.67,27.1,53,6,0
2025/8/29 9:45,28.43,50,1013.25,3245,26.7,52,6,0
2025/8/29 9:50,28.45,50,1013.25,3325.83,26.3,50,6,0
2025/8/29 9:55,29.06,50,1013.25,3324.17,26,52,6,0
2025/8/29 10:00,29.45,50,1013.25,3334.17,26.1,54,6,0
2025/8/29 10:05,29.67,50,1013.25,3349.17,26.2,56,6,0
2025/8/29 10:10,30.12,50,1013.25,3367.5,26.5,57,6,0
2025/8/29 10:15,30.82,50,1013.25,3425,26.9,57,6,0
2025/8/29 10:20,31,50,1013.25,3519.17,26.9,57,6,0
2025/8/29 10:25,31.37,50,1013.25,3632.5,27.1,57,6,0
2025/8/29 10:30,31.63,50,1013.25,3855.83,27.3,57,6,0
2025/8/29 10:35,31.92,50,1013.25,3925.83,27.3,57,6,0
2025/8/29 10:40,32.1,50,1013.25,4112.5,27.5,57,6,0
2025/8/29 10:45,32.58,50,1013.25,4795,27.5,57,6,0
2025/8/29 10:50,32.46,50,1013.25,4760,27.7,57,6,0
2025/8/29 10:55,31.53,50,1013.25,5194.17,27.7,57,6,0
2025/8/29 11:01,30.81,50,1013.25,5204.17,27,54,6,0
2025/8/29 11:06,31.12,50,1013.25,5229.17,26.6,52,6,0
2025/8/29 11:11,30.11,50,1013.25,4717.5,26.2,51,6,0
